bowler,season,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
Bipul Sharma,2013,1.0,24.0,21.0,1.0,21.0,5.25,24.0
Bipul Sharma,2015,3.0,42.0,50.0,4.0,12.5,7.142857142857143,10.5
Bipul Sharma,2016,6.0,84.0,123.0,5.0,24.6,8.785714285714286,16.8
Bipul Sharma,2017,7.0,100.0,131.0,3.0,43.666666666666664,7.859999999999999,33.333333333333336
C Ganapathy,2010,1.0,6.0,13.0,0.0,0.0,13.0,0.0
C Green,2023,16.0,239.0,370.0,8.0,46.25,9.288702928870292,29.875
C Green,2024,13.0,223.0,305.0,12.0,25.416666666666668,8.20627802690583,18.583333333333332
C Munro,2016,2.0,12.0,15.0,0.0,0.0,7.5,0.0
C Nanda,2009,3.0,50.0,58.0,2.0,29.0,6.959999999999999,25.0
C Sakariya,2021,14.0,334.0,434.0,14.0,31.0,7.796407185628743,23.857142857142858
C Sakariya,2022,3.0,71.0,87.0,3.0,29.0,7.352112676056338,23.666666666666668
C Sakariya,2023,2.0,55.0,89.0,3.0,29.666666666666668,9.709090909090909,18.333333333333332
C de Grandhomme,2017,9.0,102.0,136.0,4.0,34.0,8.0,25.5
C de Grandhomme,2018,7.0,97.0,132.0,3.0,44.0,8.164948453608247,32.333333333333336
C de Grandhomme,2019,3.0,31.0,55.0,0.0,0.0,10.64516129032258,0.0
CH Gayle,2009,7.0,119.0,146.0,1.0,146.0,7.3613445378151265,119.0
CH Gayle,2010,6.0,102.0,153.0,4.0,38.25,9.0,25.5
CH Gayle,2011,12.0,225.0,262.0,9.0,29.11111111111111,6.986666666666666,25.0
CH Gayle,2012,3.0,30.0,67.0,0.0,0.0,13.4,0.0
CH Gayle,2013,4.0,25.0,41.0,3.0,13.666666666666666,9.84,8.333333333333334
CH Gayle,2015,1.0,13.0,16.0,0.0,0.0,7.384615384615385,0.0
CH Gayle,2016,4.0,65.0,65.0,2.0,32.5,6.0,32.5
CH Gayle,2020,1.0,5.0,5.0,0.0,0.0,6.0,0.0
CH Morris,2013,16.0,309.0,410.0,17.0,24.11764705882353,7.961165048543689,18.176470588235293
CH Morris,2015,11.0,270.0,336.0,15.0,22.4,7.466666666666667,18.0
CH Morris,2016,12.0,274.0,320.0,16.0,20.0,7.007299270072993,17.125
CH Morris,2017,9.0,189.0,241.0,14.0,17.214285714285715,7.650793650793651,13.5
CH Morris,2018,4.0,87.0,148.0,3.0,49.333333333333336,10.206896551724139,29.0
CH Morris,2019,9.0,206.0,314.0,13.0,24.153846153846153,9.145631067961164,15.846153846153847
CH Morris,2020,9.0,204.0,212.0,12.0,17.666666666666668,6.235294117647059,17.0
CH Morris,2021,11.0,262.0,396.0,17.0,23.294117647058822,9.068702290076336,15.411764705882353
CJ Anderson,2014,9.0,114.0,188.0,4.0,47.0,9.894736842105264,28.5
CJ Anderson,2015,2.0,24.0,33.0,1.0,33.0,8.25,24.0
CJ Anderson,2017,8.0,121.0,187.0,4.0,46.75,9.272727272727272,30.25
CJ Anderson,2018,3.0,56.0,117.0,5.0,23.4,12.535714285714285,11.2
CJ Dala,2018,1.0,19.0,34.0,0.0,0.0,10.736842105263158,0.0
CJ Green,2020,1.0,17.0,24.0,0.0,0.0,8.470588235294118,0.0
CJ Jordan,2016,9.0,181.0,266.0,13.0,20.46153846153846,8.817679558011049,13.923076923076923
CJ Jordan,2017,1.0,7.0,10.0,1.0,10.0,8.571428571428571,7.0
CJ Jordan,2018,1.0,25.0,35.0,0.0,0.0,8.399999999999999,0.0
CJ Jordan,2020,9.0,210.0,320.0,12.0,26.666666666666668,9.142857142857142,17.5
CJ Jordan,2021,4.0,74.0,103.0,4.0,25.75,8.35135135135135,18.5
CJ Jordan,2022,4.0,80.0,136.0,3.0,45.333333333333336,10.2,26.666666666666668
CJ Jordan,2023,6.0,140.0,241.0,3.0,80.33333333333333,10.32857142857143,46.666666666666664
CJ McKay,2012,2.0,42.0,60.0,1.0,60.0,8.571428571428571,42.0
CK Kapugedera,2008,3.0,17.0,49.0,0.0,0.0,17.294117647058822,0.0
CK Langeveldt,2009,1.0,25.0,15.0,3.0,5.0,3.5999999999999996,8.333333333333334
CK Langeveldt,2010,3.0,70.0,92.0,5.0,18.4,7.885714285714286,14.0
CK Langeveldt,2011,3.0,70.0,92.0,5.0,18.4,7.885714285714286,14.0
CL White,2008,1.0,7.0,24.0,0.0,0.0,20.57142857142857,0.0
CL White,2010,1.0,7.0,19.0,0.0,0.0,16.285714285714285,0.0
CL White,2012,2.0,20.0,27.0,0.0,0.0,8.1,0.0
CL White,2013,2.0,12.0,16.0,1.0,16.0,8.0,12.0
CR Brathwaite,2016,8.0,143.0,192.0,9.0,21.333333333333332,8.055944055944057,15.88888888888889
CR Brathwaite,2017,2.0,38.0,67.0,1.0,67.0,10.578947368421053,38.0
CR Brathwaite,2018,4.0,64.0,96.0,6.0,16.0,9.0,10.666666666666666
CR Brathwaite,2019,2.0,21.0,29.0,0.0,0.0,8.285714285714286,0.0
CR Woakes,2017,13.0,278.0,393.0,18.0,21.833333333333332,8.482014388489208,15.444444444444445
CR Woakes,2018,5.0,118.0,196.0,8.0,24.5,9.966101694915254,14.75
CR Woakes,2021,3.0,67.0,85.0,5.0,17.0,7.611940298507463,13.4
CRD Fernando,2008,5.0,128.0,164.0,12.0,13.666666666666666,7.6875,10.666666666666666
CRD Fernando,2010,5.0,121.0,142.0,7.0,20.285714285714285,7.041322314049586,17.285714285714285
CV Varun,2019,1.0,18.0,35.0,1.0,35.0,11.666666666666666,18.0
CV Varun,2020,13.0,313.0,357.0,17.0,21.0,6.843450479233227,18.41176470588235
CV Varun,2021,17.0,416.0,456.0,20.0,22.8,6.5769230769230775,20.8
CV Varun,2022,11.0,245.0,338.0,6.0,56.333333333333336,8.277551020408163,40.833333333333336
CV Varun,2023,14.0,323.0,445.0,20.0,22.25,8.26625386996904,16.15
CV Varun,2024,14.0,309.0,411.0,21.0,19.571428571428573,7.980582524271845,14.714285714285714
D Brevis,2022,1.0,3.0,8.0,1.0,8.0,16.0,3.0
D Jansen,2023,1.0,28.0,53.0,1.0,53.0,11.357142857142856,28.0
D Kalyankrishna,2008,3.0,50.0,88.0,2.0,44.0,10.559999999999999,25.0
D Pretorius,2022,6.0,138.0,213.0,7.0,30.428571428571427,9.26086956521739,19.714285714285715
D Pretorius,2023,1.0,28.0,29.0,0.0,0.0,6.2142857142857135,0.0
D Salunkhe,2008,5.0,51.0,80.0,1.0,80.0,9.411764705882353,51.0
D Wiese,2015,13.0,262.0,360.0,17.0,21.176470588235293,8.244274809160306,15.411764705882353
D Wiese,2016,1.0,27.0,49.0,0.0,0.0,10.88888888888889,0.0
D Wiese,2023,1.0,18.0,38.0,0.0,0.0,12.666666666666666,0.0
D du Preez,2009,2.0,43.0,56.0,4.0,14.0,7.813953488372093,10.75
DA Warner,2020,1.0,2.0,2.0,0.0,0.0,6.0,0.0
DAJ Bracewell,2012,1.0,25.0,32.0,3.0,10.666666666666666,7.68,8.333333333333334
DB Ravi Teja,2008,1.0,12.0,19.0,1.0,19.0,9.5,12.0
DB Ravi Teja,2011,1.0,6.0,9.0,0.0,0.0,9.0,0.0
DE Bollinger,2010,8.0,193.0,213.0,13.0,16.384615384615383,6.6217616580310885,14.846153846153847
DE Bollinger,2011,13.0,294.0,343.0,20.0,17.15,7.0,14.7
DE Bollinger,2012,6.0,113.0,160.0,10.0,16.0,8.495575221238939,11.3
DG Nalkande,2022,2.0,33.0,59.0,2.0,29.5,10.727272727272727,16.5
DG Nalkande,2023,1.0,25.0,45.0,1.0,45.0,10.799999999999999,25.0
DG Nalkande,2024,3.0,31.0,46.0,3.0,15.333333333333334,8.903225806451612,10.333333333333334
DJ Bravo,2008,9.0,181.0,239.0,11.0,21.727272727272727,7.922651933701657,16.454545454545453
DJ Bravo,2009,11.0,211.0,265.0,14.0,18.928571428571427,7.535545023696683,15.071428571428571
DJ Bravo,2010,10.0,162.0,231.0,5.0,46.2,8.555555555555555,32.4
DJ Bravo,2011,6.0,129.0,159.0,6.0,26.5,7.395348837209302,21.5
DJ Bravo,2012,18.0,363.0,472.0,20.0,23.6,7.801652892561983,18.15
DJ Bravo,2013,18.0,392.0,505.0,34.0,14.852941176470589,7.729591836734694,11.529411764705882
DJ Bravo,2015,16.0,324.0,442.0,28.0,15.785714285714286,8.185185185185185,11.571428571428571
DJ Bravo,2016,15.0,348.0,502.0,19.0,26.42105263157895,8.655172413793103,18.31578947368421
DJ Bravo,2018,16.0,338.0,538.0,18.0,29.88888888888889,9.550295857988166,18.77777777777778
DJ Bravo,2019,12.0,263.0,336.0,13.0,25.846153846153847,7.665399239543726,20.23076923076923
DJ Bravo,2020,6.0,135.0,180.0,7.0,25.714285714285715,8.0,19.285714285714285
DJ Bravo,2021,11.0,221.0,264.0,15.0,17.6,7.167420814479637,14.733333333333333
DJ Bravo,2022,10.0,229.0,303.0,17.0,17.823529411764707,7.938864628820961,13.470588235294118
DJ Harris,2012,2.0,18.0,26.0,0.0,0.0,8.666666666666666,0.0
DJ Hooda,2015,7.0,97.0,131.0,1.0,131.0,8.103092783505154,97.0
DJ Hooda,2016,6.0,80.0,97.0,3.0,32.333333333333336,7.2749999999999995,26.666666666666668
DJ Hooda,2017,3.0,24.0,42.0,2.0,21.0,10.5,12.0
DJ Hooda,2018,2.0,19.0,25.0,0.0,0.0,7.894736842105264,0.0
DJ Hooda,2019,2.0,13.0,21.0,1.0,21.0,9.692307692307693,13.0
DJ Hooda,2020,1.0,6.0,10.0,0.0,0.0,10.0,0.0
DJ Hooda,2021,7.0,96.0,136.0,2.0,68.0,8.5,48.0
DJ Hooda,2022,2.0,24.0,43.0,1.0,43.0,10.75,24.0
DJ Hooda,2023,1.0,6.0,8.0,0.0,0.0,8.0,0.0
DJ Hooda,2024,2.0,19.0,22.0,0.0,0.0,6.947368421052632,0.0
DJ Hussey,2008,5.0,79.0,134.0,3.0,44.666666666666664,10.177215189873419,26.333333333333332
DJ Hussey,2009,3.0,25.0,34.0,1.0,34.0,8.16,25.0
DJ Hussey,2010,5.0,60.0,81.0,0.0,0.0,8.1,0.0
DJ Hussey,2011,2.0,18.0,38.0,1.0,38.0,12.666666666666666,18.0
DJ Hussey,2012,6.0,55.0,67.0,3.0,22.333333333333332,7.3090909090909095,18.333333333333332
DJ Hussey,2013,4.0,68.0,93.0,0.0,0.0,8.205882352941176,0.0
DJ Hussey,2014,1.0,18.0,38.0,2.0,19.0,12.666666666666666,9.0
DJ Mitchell,2022,2.0,13.0,27.0,0.0,0.0,12.461538461538462,0.0
DJ Mitchell,2024,2.0,38.0,70.0,1.0,70.0,11.052631578947368,38.0
DJ Muthuswami,2015,6.0,84.0,108.0,4.0,27.0,7.714285714285714,21.0
DJ Thornely,2008,4.0,44.0,40.0,3.0,13.333333333333334,5.454545454545455,14.666666666666666
DJ Willey,2018,3.0,61.0,96.0,2.0,48.0,9.442622950819672,30.5
DJ Willey,2022,4.0,66.0,75.0,1.0,75.0,6.818181818181818,66.0
DJ Willey,2023,4.0,94.0,106.0,4.0,26.5,6.765957446808511,23.5
DJG Sammy,2013,9.0,138.0,169.0,11.0,15.363636363636363,7.3478260869565215,12.545454545454545
DJG Sammy,2014,8.0,88.0,159.0,3.0,53.0,10.840909090909092,29.333333333333332
DJG Sammy,2015,2.0,18.0,26.0,0.0,0.0,8.666666666666666,0.0
DJM Short,2018,2.0,18.0,23.0,1.0,23.0,7.666666666666667,18.0
DL Chahar,2016,2.0,33.0,42.0,0.0,0.0,7.636363636363637,0.0
DL Chahar,2017,3.0,44.0,75.0,1.0,75.0,10.227272727272728,44.0
DL Chahar,2018,12.0,248.0,281.0,10.0,28.1,6.798387096774193,24.8
DL Chahar,2019,17.0,400.0,486.0,22.0,22.09090909090909,7.289999999999999,18.181818181818183
DL Chahar,2020,14.0,321.0,402.0,12.0,33.5,7.514018691588785,26.75
DL Chahar,2021,15.0,339.0,453.0,16.0,28.3125,8.017699115044248,21.1875
DL Chahar,2023,10.0,215.0,302.0,13.0,23.23076923076923,8.427906976744186,16.53846153846154
DL Chahar,2024,8.0,146.0,202.0,5.0,40.4,8.301369863013699,29.2
DL Vettori,2008,2.0,48.0,54.0,2.0,27.0,6.75,24.0
DL Vettori,2009,7.0,141.0,186.0,10.0,18.6,7.914893617021277,14.1
DL Vettori,2010,3.0,72.0,98.0,3.0,32.666666666666664,8.166666666666666,24.0
DL Vettori,2011,13.0,312.0,315.0,13.0,24.23076923076923,6.0576923076923075,24.0
DL Vettori,2012,9.0,212.0,241.0,6.0,40.166666666666664,6.820754716981131,35.333333333333336
DNT Zoysa,2008,3.0,69.0,100.0,2.0,50.0,8.695652173913043,34.5
DP Nannes,2009,13.0,320.0,384.0,20.0,19.2,7.199999999999999,16.0
DP Nannes,2010,9.0,218.0,235.0,11.0,21.363636363636363,6.46788990825688,19.818181818181817
DP Nannes,2011,2.0,25.0,31.0,2.0,15.5,7.4399999999999995,12.5
DP Nannes,2013,5.0,126.0,165.0,5.0,33.0,7.857142857142857,25.2
DP Vijaykumar,2008,9.0,159.0,205.0,4.0,51.25,7.735849056603773,39.75
DR Sams,2020,3.0,77.0,114.0,0.0,0.0,8.883116883116882,0.0
DR Sams,2021,2.0,38.0,39.0,1.0,39.0,6.157894736842105,38.0
DR Sams,2022,11.0,274.0,375.0,14.0,26.785714285714285,8.211678832116789,19.571428571428573
DR Smith,2008,4.0,69.0,83.0,5.0,16.6,7.217391304347826,13.8
DR Smith,2009,8.0,85.0,128.0,1.0,128.0,9.035294117647059,85.0
DR Smith,2010,2.0,23.0,36.0,1.0,36.0,9.391304347826086,23.0
DR Smith,2012,6.0,79.0,98.0,3.0,32.666666666666664,7.443037974683545,26.333333333333332
DR Smith,2013,3.0,32.0,59.0,2.0,29.5,11.0625,16.0
DR Smith,2014,5.0,62.0,99.0,4.0,24.75,9.580645161290322,15.5
DR Smith,2015,1.0,12.0,17.0,1.0,17.0,8.5,12.0
DR Smith,2016,8.0,113.0,154.0,8.0,19.25,8.176991150442479,14.125
DR Smith,2017,9.0,82.0,151.0,2.0,75.5,11.048780487804878,41.0
DS Kulkarni,2008,10.0,193.0,242.0,13.0,18.615384615384617,7.523316062176167,14.846153846153847
DS Kulkarni,2009,8.0,160.0,209.0,5.0,41.8,7.8374999999999995,32.0
DS Kulkarni,2010,1.0,25.0,40.0,1.0,40.0,9.6,25.0
DS Kulkarni,2011,6.0,126.0,156.0,6.0,26.0,7.428571428571429,21.0
DS Kulkarni,2012,2.0,53.0,64.0,6.0,10.666666666666666,7.245283018867924,8.833333333333334
DS Kulkarni,2013,6.0,119.0,153.0,8.0,19.125,7.714285714285714,14.875
DS Kulkarni,2014,8.0,173.0,226.0,6.0,37.666666666666664,7.838150289017341,28.833333333333332
DS Kulkarni,2015,11.0,221.0,290.0,13.0,22.307692307692307,7.873303167420814,17.0
DS Kulkarni,2016,14.0,297.0,365.0,20.0,18.25,7.373737373737374,14.85
DS Kulkarni,2017,6.0,118.0,173.0,3.0,57.666666666666664,8.796610169491524,39.333333333333336
DS Kulkarni,2018,8.0,126.0,189.0,4.0,47.25,9.0,31.5
DS Kulkarni,2019,10.0,219.0,336.0,6.0,56.0,9.205479452054794,36.5
DS Kulkarni,2020,1.0,20.0,22.0,0.0,0.0,6.6,0.0
DS Kulkarni,2021,1.0,26.0,48.0,0.0,0.0,11.076923076923078,0.0
DT Christian,2011,14.0,291.0,357.0,11.0,32.45454545454545,7.360824742268041,26.454545454545453
DT Christian,2012,7.0,169.0,240.0,9.0,26.666666666666668,8.520710059171597,18.77777777777778
DT Christian,2013,2.0,38.0,56.0,0.0,0.0,8.842105263157896,0.0
DT Christian,2017,13.0,249.0,303.0,12.0,25.25,7.301204819277109,20.75
DT Christian,2018,4.0,71.0,106.0,4.0,26.5,8.957746478873238,17.75
DT Christian,2021,9.0,104.0,156.0,4.0,39.0,9.0,26.0
DW Steyn,2008,10.0,247.0,265.0,13.0,20.384615384615383,6.437246963562753,19.0
DW Steyn,2009,3.0,59.0,62.0,3.0,20.666666666666668,6.305084745762711,19.666666666666668
DW Steyn,2010,15.0,382.0,415.0,17.0,24.41176470588235,6.518324607329843,22.470588235294116
DW Steyn,2011,12.0,286.0,304.0,14.0,21.714285714285715,6.377622377622378,20.428571428571427
DW Steyn,2012,12.0,289.0,290.0,18.0,16.11111111111111,6.02076124567474,16.055555555555557
DW Steyn,2013,17.0,425.0,410.0,20.0,20.5,5.788235294117648,21.25
DW Steyn,2014,14.0,342.0,441.0,12.0,36.75,7.7368421052631575,28.5
DW Steyn,2015,6.0,116.0,171.0,3.0,57.0,8.844827586206897,38.666666666666664
DW Steyn,2016,1.0,13.0,17.0,0.0,0.0,7.846153846153847,0.0
DW Steyn,2019,2.0,48.0,74.0,4.0,18.5,9.25,12.0
DW Steyn,2020,3.0,75.0,134.0,1.0,134.0,10.72,75.0
F du Plessis,2012,1.0,6.0,16.0,0.0,0.0,16.0,0.0
FA Allen,2021,3.0,67.0,90.0,1.0,90.0,8.059701492537314,67.0
FA Allen,2022,1.0,24.0,46.0,1.0,46.0,11.5,24.0
FH Edwards,2009,6.0,150.0,160.0,6.0,26.666666666666668,6.4,25.0
FY Fazal,2010,2.0,12.0,20.0,1.0,20.0,10.0,12.0
Fazalhaq Farooqi,2022,3.0,76.0,110.0,2.0,55.0,8.68421052631579,38.0
Fazalhaq Farooqi,2023,4.0,86.0,119.0,4.0,29.75,8.30232558139535,21.5
G Coetzee,2024,10.0,216.0,357.0,13.0,27.46153846153846,9.916666666666666,16.615384615384617
GB Hogg,2012,9.0,220.0,262.0,10.0,26.2,7.1454545454545455,22.0
GB Hogg,2013,1.0,21.0,31.0,0.0,0.0,8.857142857142858,0.0
GB Hogg,2015,6.0,127.0,148.0,10.0,14.8,6.9921259842519685,12.7
GB Hogg,2016,5.0,98.0,144.0,5.0,28.8,8.816326530612246,19.6
GC Viljoen,2019,6.0,146.0,229.0,8.0,28.625,9.41095890410959,18.25
GD McGrath,2008,14.0,329.0,366.0,14.0,26.142857142857142,6.674772036474164,23.5
GD Phillips,2021,2.0,13.0,20.0,1.0,20.0,9.230769230769232,13.0
GD Phillips,2023,2.0,18.0,20.0,1.0,20.0,6.666666666666667,18.0
GH Vihari,2013,5.0,37.0,39.0,1.0,39.0,6.324324324324324,37.0
GH Vihari,2019,1.0,6.0,9.0,0.0,0.0,9.0,0.0
GHS Garton,2021,5.0,97.0,136.0,3.0,45.333333333333336,8.412371134020617,32.333333333333336
GJ Maxwell,2012,2.0,19.0,22.0,2.0,11.0,6.947368421052632,9.5
GJ Maxwell,2013,2.0,12.0,24.0,0.0,0.0,12.0,0.0
GJ Maxwell,2014,7.0,70.0,133.0,1.0,133.0,11.4,70.0
GJ Maxwell,2015,7.0,63.0,97.0,2.0,48.5,9.238095238095237,31.5
GJ Maxwell,2016,7.0,55.0,81.0,0.0,0.0,8.836363636363638,0.0
GJ Maxwell,2017,8.0,115.0,126.0,7.0,18.0,6.57391304347826,16.428571428571427
GJ Maxwell,2018,10.0,98.0,132.0,5.0,26.4,8.081632653061225,19.6
GJ Maxwell,2020,7.0,126.0,171.0,3.0,57.0,8.142857142857142,42.0
GJ Maxwell,2021,6.0,99.0,135.0,3.0,45.0,8.181818181818182,33.0
GJ Maxwell,2022,10.0,146.0,166.0,8.0,20.75,6.821917808219179,18.25
GJ Maxwell,2023,7.0,64.0,95.0,3.0,31.666666666666668,8.90625,21.333333333333332
GJ Maxwell,2024,6.0,98.0,129.0,7.0,18.428571428571427,7.89795918367347,14.0
GR Napier,2009,1.0,24.0,28.0,1.0,28.0,7.0,24.0
GS Sandhu,2015,2.0,48.0,86.0,1.0,86.0,10.75,48.0
Gagandeep Singh,2008,4.0,84.0,142.0,3.0,47.333333333333336,10.142857142857142,28.0
Gulbadin Naib,2024,1.0,6.0,12.0,0.0,0.0,12.0,0.0
Gurkeerat Singh,2015,3.0,56.0,66.0,3.0,22.0,7.071428571428571,18.666666666666668
Gurkeerat Singh,2016,3.0,26.0,31.0,2.0,15.5,7.153846153846154,13.0
Gurnoor Brar,2023,1.0,21.0,42.0,0.0,0.0,12.0,0.0
H Sharma,2023,1.0,18.0,33.0,0.0,0.0,11.0,0.0
H Sharma,2024,1.0,12.0,29.0,0.0,0.0,14.5,0.0
HF Gurney,2019,8.0,169.0,239.0,7.0,34.142857142857146,8.485207100591715,24.142857142857142
HH Pandya,2015,8.0,107.0,178.0,1.0,178.0,9.981308411214954,107.0
HH Pandya,2016,10.0,106.0,155.0,3.0,51.666666666666664,8.773584905660377,35.333333333333336
HH Pandya,2017,13.0,162.0,219.0,6.0,36.5,8.11111111111111,27.0
HH Pandya,2018,13.0,270.0,391.0,19.0,20.57894736842105,8.688888888888888,14.210526315789474
HH Pandya,2019,16.0,269.0,397.0,16.0,24.8125,8.855018587360595,16.8125
HH Pandya,2022,10.0,189.0,226.0,8.0,28.25,7.174603174603175,23.625
HH Pandya,2023,11.0,156.0,241.0,4.0,60.25,9.26923076923077,39.0
HH Pandya,2024,12.0,226.0,389.0,13.0,29.923076923076923,10.327433628318584,17.384615384615383
HR Shokeen,2022,5.0,94.0,130.0,2.0,65.0,8.297872340425533,47.0
HR Shokeen,2023,8.0,119.0,190.0,3.0,63.333333333333336,9.579831932773109,39.666666666666664
HV Patel,2012,11.0,249.0,352.0,9.0,39.111111111111114,8.481927710843374,27.666666666666668
HV Patel,2014,3.0,71.0,118.0,4.0,29.5,9.971830985915492,17.75
HV Patel,2015,14.0,272.0,339.0,19.0,17.842105263157894,7.477941176470588,14.31578947368421
HV Patel,2016,5.0,90.0,147.0,2.0,73.5,9.8,45.0
HV Patel,2017,1.0,25.0,43.0,3.0,14.333333333333334,10.319999999999999,8.333333333333334
HV Patel,2018,5.0,109.0,169.0,7.0,24.142857142857142,9.302752293577981,15.571428571428571
HV Patel,2019,2.0,52.0,77.0,3.0,25.666666666666668,8.884615384615385,17.333333333333332
HV Patel,2020,5.0,98.0,135.0,3.0,45.0,8.26530612244898,32.666666666666664
HV Patel,2021,15.0,361.0,461.0,35.0,13.17142857142857,7.662049861495845,10.314285714285715
HV Patel,2022,15.0,338.0,421.0,21.0,20.047619047619047,7.4733727810650885,16.095238095238095
HV Patel,2023,13.0,302.0,468.0,15.0,31.2,9.298013245033113,20.133333333333333
HV Patel,2024,14.0,317.0,485.0,30.0,16.166666666666668,9.17981072555205,10.566666666666666
Harbhajan Singh,2008,3.0,62.0,84.0,6.0,14.0,8.129032258064516,10.333333333333334
Harbhajan Singh,2009,13.0,268.0,272.0,13.0,20.923076923076923,6.089552238805971,20.615384615384617
Harbhajan Singh,2010,14.0,334.0,385.0,20.0,19.25,6.916167664670659,16.7
Harbhajan Singh,2011,15.0,328.0,373.0,16.0,23.3125,6.823170731707317,20.5
Harbhajan Singh,2012,16.0,335.0,389.0,6.0,64.83333333333333,6.967164179104477,55.833333333333336
Harbhajan Singh,2013,19.0,430.0,466.0,25.0,18.64,6.502325581395349,17.2
Harbhajan Singh,2014,14.0,336.0,365.0,14.0,26.071428571428573,6.517857142857143,24.0
Harbhajan Singh,2015,15.0,349.0,448.0,19.0,23.57894736842105,7.702005730659026,18.36842105263158
Harbhajan Singh,2016,14.0,300.0,402.0,9.0,44.666666666666664,8.04,33.333333333333336
Harbhajan Singh,2017,11.0,247.0,269.0,8.0,33.625,6.534412955465587,30.875
Harbhajan Singh,2018,12.0,193.0,270.0,7.0,38.57142857142857,8.39378238341969,27.571428571428573
Harbhajan Singh,2019,11.0,269.0,315.0,18.0,17.5,7.026022304832713,14.944444444444445
Harbhajan Singh,2021,3.0,45.0,63.0,0.0,0.0,8.4,0.0
Harmeet Singh,2009,7.0,142.0,198.0,4.0,49.5,8.366197183098592,35.5
Harmeet Singh,2010,8.0,151.0,177.0,10.0,17.7,7.033112582781457,15.1
Harmeet Singh,2011,2.0,44.0,53.0,3.0,17.666666666666668,7.2272727272727275,14.666666666666666
Harmeet Singh,2012,7.0,141.0,196.0,7.0,28.0,8.340425531914894,20.142857142857142
Harmeet Singh,2013,4.0,96.0,123.0,7.0,17.571428571428573,7.6875,13.714285714285714
Harpreet Brar,2019,2.0,30.0,48.0,0.0,0.0,9.6,0.0
Harpreet Brar,2020,1.0,25.0,41.0,0.0,0.0,9.84,0.0
Harpreet Brar,2021,7.0,141.0,142.0,5.0,28.4,6.042553191489362,28.2
Harpreet Brar,2022,5.0,100.0,148.0,4.0,37.0,8.879999999999999,25.0
Harpreet Brar,2023,11.0,166.0,219.0,9.0,24.333333333333332,7.9156626506024095,18.444444444444443
Harpreet Brar,2024,13.0,230.0,309.0,7.0,44.142857142857146,8.060869565217391,32.857142857142854
Harshit Rana,2022,2.0,31.0,52.0,1.0,52.0,10.064516129032258,31.0
Harshit Rana,2023,6.0,108.0,153.0,6.0,25.5,8.5,18.0
Harshit Rana,2024,11.0,264.0,385.0,20.0,19.25,8.75,13.2
I Malhotra,2011,1.0,6.0,23.0,0.0,0.0,23.0,0.0
I Sharma,2008,13.0,266.0,348.0,7.0,49.714285714285715,7.849624060150376,38.0
I Sharma,2009,11.0,270.0,303.0,11.0,27.545454545454547,6.733333333333333,24.545454545454547
I Sharma,2010,7.0,160.0,242.0,7.0,34.57142857142857,9.075,22.857142857142858
I Sharma,2011,12.0,275.0,324.0,11.0,29.454545454545453,7.069090909090908,25.0
I Sharma,2013,16.0,374.0,471.0,16.0,29.4375,7.55614973262032,23.375
I Sharma,2014,3.0,68.0,101.0,3.0,33.666666666666664,8.911764705882353,22.666666666666668
I Sharma,2015,4.0,89.0,161.0,1.0,161.0,10.853932584269662,89.0
I Sharma,2016,4.0,97.0,151.0,3.0,50.333333333333336,9.340206185567009,32.333333333333336
I Sharma,2017,6.0,114.0,190.0,0.0,0.0,10.0,0.0
I Sharma,2019,13.0,285.0,364.0,14.0,26.0,7.663157894736842,20.357142857142858
I Sharma,2020,1.0,20.0,26.0,0.0,0.0,7.8,0.0
I Sharma,2021,3.0,72.0,98.0,1.0,98.0,8.166666666666666,72.0
I Sharma,2023,8.0,157.0,210.0,10.0,21.0,8.025477707006369,15.7
I Sharma,2024,9.0,182.0,266.0,12.0,22.166666666666668,8.76923076923077,15.166666666666666
I Udana,2020,10.0,182.0,286.0,8.0,35.75,9.428571428571429,22.75
IC Pandey,2013,2.0,25.0,50.0,1.0,50.0,12.0,25.0
IC Pandey,2014,12.0,255.0,331.0,7.0,47.285714285714285,7.788235294117647,36.42857142857143
IC Pandey,2015,10.0,189.0,228.0,11.0,20.727272727272727,7.238095238095238,17.181818181818183
IC Porel,2021,1.0,26.0,42.0,1.0,42.0,9.692307692307693,26.0
IK Pathan,2008,14.0,336.0,361.0,20.0,18.05,6.446428571428571,16.8
IK Pathan,2009,14.0,314.0,398.0,20.0,19.9,7.6050955414012735,15.7
IK Pathan,2010,14.0,290.0,435.0,17.0,25.58823529411765,9.0,17.058823529411764
IK Pathan,2011,13.0,288.0,353.0,13.0,27.153846153846153,7.354166666666667,22.153846153846153
IK Pathan,2012,17.0,366.0,477.0,10.0,47.7,7.819672131147541,36.6
IK Pathan,2013,15.0,315.0,391.0,11.0,35.54545454545455,7.447619047619048,28.636363636363637
IK Pathan,2014,10.0,144.0,209.0,6.0,34.833333333333336,8.708333333333334,24.0
IK Pathan,2016,3.0,48.0,61.0,0.0,0.0,7.625,0.0
IK Pathan,2017,1.0,12.0,26.0,2.0,13.0,13.0,6.0
IS Sodhi,2018,6.0,138.0,137.0,5.0,27.4,5.956521739130435,27.6
IS Sodhi,2019,2.0,44.0,67.0,4.0,16.75,9.136363636363637,11.0
Imran Tahir,2014,6.0,131.0,176.0,11.0,16.0,8.061068702290077,11.909090909090908
